ID	Gene symbol
257	DTX1
258	HMGN4
259	HIST1H4A
260	C2orf24
261	SMARCD1
262	
263	ADAMTS13
264	
265	
266	
267	FRMD4A
268	MEIS3P1
269	KIF3A
270	PRKCDBP
271	HNRPA1P4|HNRPA1L-2|LOC644037|HNRPA1|LOC645691|LOC648210|RP11-78J21.1
272	ALF|SALF
273	MTERFD1
274	CMTM6
275	UBE1
276	SR140
277	RALGDS
278	
279	FBXO39
280	PLCL2
281	ECT2
282	GLRA2
283	RALA
284	BIRC3
285	SHANK3
286	KIF5B
287	ANGEL2
288	ZNF628
289	RSC1A1
290	ZNF236
291	
292	
293	POLM
294	HRASLS3
295	CACNB2
296	LZTR1
297	DALRD3|WDR6
298	
299	RALB
300	PRRT2
301	
302	CBX7
303	ST3GAL5
304	GPR56
305	C6orf97
306	PBX1
307	PFKL
308	TMEM25
309	
310	
311	
312	
313	NMT1
314	STK24
315	JAKMIP1
316	UBE2B
317	
318	NHLRC2
319	LMBRD2
320	CTSD
321	TPMT
322	
323	
324	
325	AGPAT7
326	TP53INP1
327	MDN1
328	ANK3
329	RPLP0|RPLP0-like
330	VAT1
331	ZDHHC5
332	EFNB1
333	SC4MOL
334	L1CAM
335	CTSE
336	FECH
337	ELAC1
338	SF1
339	NDUFB4|LOC653432
340	
341	S100A2
342	
343	CCPG1
344	TBC1D20
345	JAG1
346	NFIA
347	ACO1
348	TNFRSF1A
349	TCBA1
350	JUN
351	WISP1
352	NELL2
353	
354	TNFRSF25
355	USP37
356	RIMS1
357	UNQ1887
358	MGC33367
359	
360	
361	P2RY12
362	PXN
363	BMP7
364	LOC387601
365	
366	RLBP1
367	CXADR
368	TRAF7|CASKIN1
369	PYDC1
370	LOC651898
371	GPR18
372	RTKN
373	EIF4ENIF1
374	QSCN6L1
375	HIST1H2BO
376	KRTAP5-8
377	
378	L3MBTL
379	HPCAL1
380	HLA-DQB1
381	
382	KLHL21
383	
384	FOXK2
385	MSL3L1
386	
387	
388	
389	PARP15
390	GGA1
391	TNFRSF18
392	ADCK2
393	IGFBP4
394	DMD
395	CHI3L2
396	
397	RRM2
398	ACSL5
399	
400	OSTF1
401	Ells1
402	CACNA1I
403	
404	ABL1
405	KIAA0391
406	C3orf60
407	C19orf21
408	TNFRSF10D
409	PRKRIR
410	
411	
412	
413	
414	
415	FVT1
416	COL24A1
417	NPFF
418	CCDC116
419	NUP88
420	CCRN4L
421	PPP3CA
422	INSRR
423	
424	ZNHIT1
425	SIPA1L3
426	
427	INSL3
428	IGSF1
429	MINK1
430	PRC1
431	OR7A17
432	C6orf111
433	POLR1D
434	IFITM2
435	
436	PITPNM2
437	PROSC
438	LOC645953
439	PGAP1
440	MTPN
441	SCTR
442	E2F5|C8orf59
443	
444	FASN
445	CXCL14
446	FABP5|LOC653327
447	DKFZp434K1815
448	ESCO1
449	CLIPR-59
450	LOC649279|WNT7B
451	MBD5
452	GNMT
453	ABCA5
454	NEK4
455	LBP
456	CCDC93
457	HIBADH
458	FXN
459	ANKRD5
460	CARHSP1
461	MLL5
462	LOC653111|TRIM49
463	EIF1AY
464	LIPL4
465	ZNRF2
466	GABBR2
467	ATP4A
468	RPS17
469	LOC653068|PGK1
470	SETD2
471	KIAA1797
472	ENAH
473	C13orf3
474	
475	MMAA
476	ARHGAP9
477	DHX40
478	ZNF18
479	PAGE4
480	ZNF665
481	PAPD4
482	BRF1
483	DEPDC5
484	CHRND
485	FLJ32214
486	PCLO
487	MX2
488	CST9
489	MYCBP
490	
491	ZUBR1
492	UNQ1887
493	ARMCX6
494	
495	HDGFRP3
496	PSME1
497	PROK1
498	C7orf26
499	CDT1
500	
501	SASS6
502	RPL27A
503	DDX58
504	STRN3
505	STS
506	GLDC
507	
508	
509	MT
510	RP11-11C5.2
511	LOC441155|LOC643136
512	
513	PIK3C2A
514	ZNF165
515	
516	TCAP
517	CTDSPL2
518	SLC35A2
519	LOC400855
520	RWDD3
521	WWP2
522	SFN
523	
524	MEFV
525	DNAJC6
526	LMO7
527	CHMP5
528	PSMF1
529	GAPVD1
530	ATP1A4
531	C20orf23
532	
533	LOC401127
534	
535	
536	LSMD1
537	ACPT
538	LOC653988|PRPF4B|LOC653155
539	KLRG1
540	KCNAB1
541	HSP90AB1
542	PHLDA1
543	PLEKHF1
544	TAS2R49
545	GCNT4
546	NEFL
547	CSN2
548	FABP4
549	SUCLG1
550	USP39
551	DCAMKL1
552	KIAA0319L
553	GABRA5
554	ZNF746
555	CNAP1
556	
557	
558	ACACA
559	SPTLC2L
560	NFATC3
561	
562	WNT3A
563	DYRK4
564	SSR1
565	C5orf4
566	
567	SLAMF7
568	LOC642678
569	C9orf3
570	UBXD3
571	LGALS7
572	MYO9B
573	MED10
574	CAPZA1
575	
576	SFXN4
577	NARG1
578	
579	ACADM
580	TMEM139
581	GPR12
582	ZNF347
583	EPB41L4B
584	VDAC2
585	IRS2
586	ZNF335
587	
588	CSTF3
589	RP11-50D16.3
590	GREB1
591	PTTG1
592	TMEFF1
593	C16orf53
594	RAB30
595	NEFH
596	MMP10
597	APH1B
598	FKBP1A
599	
600	MEG3|LOC647251
601	ENPP1
602	
603	IBRDC2
604	
605	FCN2
606	PRX
607	TPTE
608	C6orf61
609	LOC284184
610	
611	TUG1
612	PCDHB1
613	KRT7
614	
615	PYCR1
616	FAM62B
617	
618	
619	PTAR1
620	ARID1A
621	
622	ZNF397
623	PTAFR
624	
625	KIR3DL1|LOC642253|KIR3DL2
626	LOC341457
627	
628	FLJ38723
629	
630	CUTL1
631	VPS26A
632	UBQLN4
633	
634	
635	MEN1
636	LOC653176|HSFX1
637	
638	SLC3A2
639	RBM17
640	ITGA2
641	
642	LOC645671
643	
644	HTF9C
645	IL17RE
646	
647	FIP1L1
648	
649	
650	CD9
651	YARS
652	
653	PNLIP
654	
655	SCP2
656	CCL4
657	
658	FAM80A
659	
660	MYO5A
661	
662	FCHSD1
663	TOR3A
664	
665	
666	KIAA0922
667	FOXJ2
668	AMBP
669	GRINA
670	CACNB1
671	
672	
673	CR1
674	DOK3
675	FAM46B
676	CD84
677	
678	LOC654346|LOC652712
679	C14orf142
680	TCHH
681	
682	ANKRA2
683	
684	PCDHB3|PCDHB2
685	DHDDS
686	ASTN
687	KPNA1
688	
689	OASL
690	ETS1
691	LOC400713
692	C17orf41|LOC652169
693	
694	RFC3
695	AXIN1
696	KIAA0907
697	XIST
698	GNG10|LOC552891
699	
700	
701	COPS4
702	PPM2C
703	UBE3C
704	
705	CCDC69
706	
707	IKBKG
708	MAPK8
709	ATP2B4
710	FLJ10038
711	DDX50
712	PCOLN3
713	RASA1
714	SMARCE1
715	NRXN1
716	CBR1
717	SLC1A4
718	STX7
719	TINAG
720	
721	MRPS10
722	CEND1
723	TAPBP
724	EIF3S12
725	
726	FLJ10781
727	CXorf21
728	C5orf13
729	
730	RNF25
731	LGMN
732	
733	
734	HINT1
735	LRRC47
736	SERPINB5
737	FZD2
738	
739	SNX2
740	
741	WDHD1
742	FOXP4
743	DLGAP1
744	EGLN1
745	
746	
747	HIST1H2BK
748	SLCO1C1
749	CTDSP1
750	FLJ32955
751	MUM1
752	C6orf152
753	MGC34647
754	FPGS
755	CYP2F1
756	
757	OR4C6
758	SC5DL
759	PTPRE
760	C1orf164
761	ESPN
762	C1orf162
763	FRAT1
764	
765	PDK2
766	GGTL3
767	LOC643406|LOC149837
768	MYO15B
769	AASDHPPT
770	SOX1
771	LOC642019|LOC646192|LOC651388|LOC642051|NOL5A
772	MKI67IP
773	HESX1
774	WIF1
775	CLEC5A
776	MAT2A
777	TECTA
778	FGF11
779	DLX2
780	IGSF8
781	RETSAT
782	
783	
784	OR5H1
785	JAKMIP2
786	NDUFB9
787	
788	ALS2CR8
789	
790	
791	SLC39A6
792	SAPS3
793	
794	MYBL2
795	PLEC1
796	
797	SOD2
798	
799	CCDC72
800	WASF3
801	
802	
803	IL12B
804	CCND2
805	HDAC6
806	CHAT
807	ZFPM2
808	CARD14
809	HOXB5
810	UMODL1
811	GPX3
812	LOC644741|RP11-217H1.1
813	KCNK6
814	PRR13
815	ATXN3L
816	ZFP64
817	PH-4
818	HSPC142
819	PA2G4
820	IL1RN
821	NALP12
822	
823	DCAKD
824	LOC402377
825	MRPS30
826	TMEM67
827	
828	EI24
829	
830	LGALS13
831	LOC650946
832	PTD008
833	PCDHGA2|PCDHGA3
834	
835	GRRP1
836	
837	TSPYL2
838	FOXN4
839	PIGR
840	CXCR4
841	C9orf4
842	FLJ11171
843	KRT8|LOC643730|LOC647867
844	
845	E2F6
846	HAL
847	KIF3B
848	MYSM1
849	NARS2
850	TMBIM1
851	EIF4G1
852	THUMPD2
853	IQSEC1
854	SLC16A3
855	GYLTL1B
856	PLAGL2
857	CDCA3
858	HYAL1
859	ATAD4
860	RAB4A
861	TSPAN9
862	
863	GTF2F2
864	PDE8A
865	
866	H2AFJ
867	
868	ASB3
869	COL9A3
870	
871	ZBTB10
872	RAB1A
873	KLK3
874	PFTK1
875	CYHR1
876	AURKA
877	MAGEA5
878	SNTB1
879	SLC22A9
880	THUMPD1
881	C1orf88
882	L1CAM
883	DKFZp761B107
884	SPI1
885	HMGN3
886	RORB
887	SOD2
888	CHGA
889	GSTT1
890	PEX11B
891	MLSTD2
892	PYGM
893	N4BP1
894	APOA2
895	SEMA4F
896	MTAC2D1
897	ASRGL1
898	
899	SSTR5
900	MLLT11
901	GRID1
902	
903	CDC42SE2
904	GPR42
905	CXorf45
906	
907	COMMD1
908	
909	LOC643509|DHFR
910	PCDH7
911	TRAPPC2L
912	GAK
913	MGRN1
914	STMN1
915	
916	
917	
918	C20orf28
919	SLC44A2
920	RHOF
921	NR1D1
922	PEX5
923	
924	FLJ46385
925	ZNF385
926	PEBP1
927	HSPB3
928	IER5L
929	TFAP2C
930	TMEM135
931	TDGF3|TDGF1
932	
933	C10orf82
934	FLOT1
935	CCDC43
936	NAP1L1
937	IGBP1
938	BLK
939	MGC16703
940	ZNF304
941	
942	TMEM146
943	TUB
944	AP4E1
945	MS4A7
946	
947	TAS2R43
948	ALKBH8
949	
950	NUDCD3
951	ADAMTS16
952	
953	EDN1
954	BAHCC1
955	LRRC61
956	KRT16
957	SLC22A13
958	RAB11FIP4
959	SAGE1
960	CACNG3
961	ARMCX2
962	
963	LOC651621|HSD17B7
964	NFYC
965	KCTD3
966	KRTAP11-1
967	SMC6
968	
969	EIF2B5
970	TSLP
971	
972	NPTN
973	MITF
974	
975	
976	
977	PMS2L3
978	
979	MED28
980	CTCF
981	RAD21
982	CLDND2
983	ARL4D
984	MLL2
985	SLC30A6
986	OR1A1
987	NPM1
988	NOXO1
989	SAR1B
990	SMPDL3A
991	ALDH3B1
992	P2RX2
993	ATP9A
994	
995	
996	SLC17A8
997	RHPN2
998	SIKE
999	
1000	ARL8B
1001	PSMD5
1002	TMEM63A
1003	DYNLL2
1004	MRPL49
1005	
1006	CCDC113|Klkbl4
1007	LPAAT-THETA
1008	SLC30A6
1009	SEMA4F
1010	PPFIBP1
1011	SSRP1
1012	
1013	TOMM40L
1014	SLC7A2
1015	LOC653125|LOC653073|LOC653720
1016	ME3
1017	FAM3C
1018	ZDHHC24
1019	EML4
1020	PHKA1|LOC646780|LOC647955
1021	PCDHGA7
1022	ATP7B
1023	HSPA9B
1024	
1025	
1026	CLDN22
1027	CCL18
1028	
1029	PACSIN3
1030	GALNT10
1031	
1032	C14orf101
1033	NMNAT2
1034	DPP10
1035	ZAR1|LOC651951
1036	C1orf109
1037	C10orf107
1038	APLP2
1039	
1040	RPTN
1041	AK1
1042	GUCA1C
1043	ZNF228
1044	
1045	
1046	CCHCR1
1047	PGLYRP1
1048	PYGB
1049	STK39
1050	DZIP3
1051	KIAA1984
1052	PTPRM
1053	BRUNOL6
1054	ENAM
1055	FUT8
1056	FKBP11
1057	REV3L
1058	KNTC1
1059	LOC649143|HLA-DRB1
1060	RSU1
1061	SLC6A7
1062	SLC32A1
1063	SNRPG
1064	TMUB1
1065	COL6A2
1066	GPR52
1067	LIG1
1068	
1069	ACOT4
1070	ZF
1071	
1072	NAP1L4
1073	LOC339799
1074	CIRH1A
1075	PLA2G7
1076	KPTN
1077	MLL2
1078	
1079	ECT2
1080	CLN5
1081	RGS3
1082	LEPREL2
1083	GLB1L
1084	TMEM19
1085	LOC541473
1086	PTPN23
1087	HOXA7
1088	FLJ40432
1089	
1090	
1091	SH3BGRL2
1092	CORO6
1093	SLC25A28
1094	
1095	
1096	SPINK4
1097	CEACAM7
1098	DSPG3
1099	GATA4
1100	TBL3
1101	LOC643676|C1R
1102	C18orf21
1103	E2F1
1104	
1105	YBX1
1106	PGDS
1107	ZNF77
1108	IPO9
1109	
1110	KIF2C
1111	CLTC
1112	
1113	PNPT1
1114	LAX1
1115	NUP160
1116	PCAF
1117	CPT1A
1118	COPS7A
1119	PFTK1
1120	BAI1
1121	NLN
1122	SNX22
1123	
1124	
1125	ZNF546
1126	CYR61
1127	STK11
1128	
1129	PNN
1130	KLRF1
1131	DLG5
1132	HDDC2
1133	GNPTAB
1134	TBX6
1135	
1136	PPHLN1
1137	LAMC3
1138	PHF20L1
1139	JTV1
1140	
1141	ITGB1
1142	SHROOM3
1143	
1144	MEP1A
1145	NFIB
1146	GABRA3
1147	
1148	
1149	POLE
1150	
1151	PPTC7
1152	C7orf25
1153	OAS2
1154	SFXN1
1155	RPL4
1156	MAP4K3
1157	SPRY2
1158	MUTED
1159	C14orf131
1160	
1161	CELSR3
1162	IGF2R
1163	OXA1L
1164	ITGB1
1165	AFF1
1166	
1167	GOLT1A
1168	C20orf28
1169	LY6G5C
1170	PRPH
1171	C21orf108
1172	
1173	HNRPH1
1174	CRKRS
1175	
1176	C6orf60
1177	LOC642167|LOC642787|LOC643466
1178	IGSF4D
1179	IL2RG
1180	BCL11A
1181	MAEL
1182	SCOTIN
1183	SR140
1184	ARL8B
1185	PIR
1186	CDC37
1187	RPL9|LOC654350
1188	HK1
1189	
1190	SIGLEC11
1191	FBXO46
1192	CPA4
1193	
1194	CUL2
1195	DHX33
1196	
1197	C1orf106
1198	
1199	NCKAP1L
1200	P2RY10
1201	EIF4E|LOC644751
1202	FAM105B
1203	TRIB2
1204	C3orf35
1205	LOC651117|LOC646119
1206	BCHE
1207	
1208	CYP24A1
1209	
1210	CNOT6
1211	POLR3E
1212	
1213	C6orf81
1214	
1215	ITGB1BP1
1216	CACNA2D3
1217	PRKCZ|C1orf86
1218	OAF
1219	CXXC4
1220	CGB2|CGB|CGB7|CGB5|CGB8|CGB1
1221	C11orf57
1222	PSMA4
1223	C9orf40
1224	OBSCN
1225	LOC51149|SQSTM1
1226	ATF5
1227	SLC44A2
1228	MGC23985
1229	GPI
1230	COX5A
1231	OR2A7|OR2A4
1232	CREB3L1
1233	
1234	CLN6
1235	LOC647859|OCLN|LOC653400
1236	
1237	F2
1238	C5orf14
1239	IGHM
1240	FLOT2
1241	GEMIN4
1242	PSIP1
1243	
1244	TATDN2
1245	COL23A1
1246	ZFP95
1247	
1248	IHPK2
1249	
1250	CNOT4
1251	SULT1B1
1252	SCOC
1253	
1254	ACTR6
1255	OR52N4
1256	VASH1
1257	
1258	C6orf71
1259	LOC124491
1260	FLYWCH1
1261	
1262	
1263	ETV5
1264	UBE3B
1265	
1266	STX2
1267	LOC644271|LOC641917
1268	DHDDS
1269	
1270	SCG3
1271	RBMS2
1272	
1273	PAK2
1274	BLM
1275	GARNL3
1276	DPM3
1277	EPS15L1
1278	
1279	SHMT2
1280	RPL28
1281	MALT1
1282	PLG
1283	CTNNBIP1
1284	SORD
1285	ZNF561
1286	
1287	EDG1
1288	PSMD8
1289	B3GNT5
1290	FNTA
1291	
1292	CLEC1B
1293	PRSS23
1294	SMCHD1
1295	
1296	ADH1B|ADH1A
1297	CRI1
1298	RDBP
1299	ATP11C
1300	ZNF496
1301	DGCR9
1302	SNX27
1303	FAM102B
1304	PRMT5
1305	KIAA1285
1306	
1307	
1308	
1309	RAB3B
1310	
1311	ANKRD27
1312	TMTC1|LOC653626
1313	LIFR
1314	KIAA0515
1315	RPRML
1316	FLNB
1317	DKFZp761E198
1318	LOC653188|LOC653080|LOC153561|LOC653391
1319	
1320	IFNA17
1321	
1322	SCN2B
1323	RGPD4|RGPD2|LOC653489
1324	C19orf46
1325	
1326	
1327	
1328	SLC28A1
1329	USH1G
1330	PPM1H
1331	PDLIM7
1332	ADORA2B
1333	
1334	
1335	NTF3
1336	CD3E
1337	ALDH8A1
1338	C11orf70
1339	
1340	RANGAP1
1341	
1342	TBX15
1343	PWP1
1344	AMZ2
1345	FLJ20186
1346	
1347	
1348	Igh-4
1349	PLDN
1350	ZMYM3
1351	RNF135
1352	SERPINI2
1353	FDFT1
1354	RASL11A
1355	
1356	TNFSF5IP1
1357	WASF3
1358	PRDX4
1359	RAB13
1360	PRB2
1361	CDCA8
1362	GMPR2
1363	CMYA3
1364	TMC8
1365	KRT6E
1366	MDM4
1367	TSPYL4
1368	LOC124220
1369	MET
1370	WWP2
1371	CDC42SE1|C1orf56
1372	TAF10
1373	TNFRSF14
1374	DNAH7
1375	KIAA1797
1376	PPGB
1377	LOC653375|WBSCR16
1378	USP14
1379	
1380	SNRPB2
1381	SPANXC
1382	
1383	C10orf93
1384	PIP5K2A
1385	PRAM1
1386	
1387	HYAL2
1388	LRRTM2
1389	ADAM17
1390	PSMA1
1391	GZMH
1392	SNCAIP
1393	ALDH8A1
1394	PTPRF
1395	PDE4B
1396	ALX3
1397	COQ10B
1398	
1399	
1400	ZIC4
1401	
1402	HDAC4
1403	
1404	
1405	HTR2C
1406	CCBL1
1407	CAPN7
1408	RPH3AL
1409	
1410	
1411	DVL1
1412	UGT2B7
1413	CDT1
1414	PB1
1415	
1416	
1417	PNLIPRP2
1418	GSTM1
1419	MGC24039
1420	RUNX2
1421	
1422	
1423	
1424	SDHD|LOC651820
1425	ZC3H12D
1426	MLF1IP
1427	COX6C
1428	
1429	NANOG
1430	C20orf186
1431	
1432	
1433	CCR6
1434	UGT2B17
1435	NUP133
1436	ZNF461
1437	LOC346653
1438	NT5DC1
1439	BIRC7
1440	TFB1M
1441	ZNF14
1442	PIK3R3
1443	S100A1
1444	SIAH2
1445	SLC44A5
1446	
1447	Tenr
1448	RTP1
1449	BRUNOL5
1450	APOBEC3B
1451	ELL2
1452	SIGLEC9
1453	MGC45491
1454	ZNF295
1455	TNP2
1456	CREBL2
1457	HTR3A
1458	TPH1
1459	C1orf38
1460	
1461	C3orf37
1462	SGCG
1463	SOCS3
1464	
1465	
1466	
1467	FLJ32871
1468	NLGN4Y
1469	
1470	SERINC1
1471	TSHZ2
1472	SPCS1
1473	SPRY4|LOC653170
1474	BTK
1475	HSD17B2
1476	DCBLD2
1477	APOB48R
1478	PRSS16
1479	PSORS1C2
1480	TRPM5
1481	
1482	LRRC54
1483	RP11-393H10.2
1484	
1485	
1486	C2orf7
1487	VAMP3
1488	
1489	ABI2
1490	PIP5K1B
1491	IL6ST
1492	ZNF117|H-plk
1493	LOC644068
1494	HSPA12B
1495	POP4
1496	
1497	CFLAR
1498	
1499	LEMD2
1500	PRKCI
1501	DGKG
1502	PSMB2
1503	WDR35
1504	
1505	SCGB3A1
1506	CSE1L
1507	ZDHHC15
1508	KRT8
1509	HHLA3
1510	SMC5
1511	GREB1
1512	FMO4
1513	KIAA1641
1514	PSMC5
1515	TRAPPC2|SEDLP
1516	
1517	KRTAP9-2|LOC643323
1518	PGEA1
1519	FBXO21
1520	
1521	ELL
1522	C18orf16
1523	PSMB6
1524	
1525	UTRN
1526	TRIM59
1527	LOC645919
1528	RASGRF1
1529	
1530	ACCN3
1531	ANK3
1532	CLTCL1
1533	DHX16
1534	PCSK9
1535	WFDC2
1536	XRCC6BP1
1537	TAS2R14
1538	SEH1L
1539	NKX6-2
1540	CDKL5
1541	ITK
1542	LOC203547
1543	AKR1C4
1544	
1545	LOC644741|RP11-217H1.1
1546	GRAMD1C
1547	BTN2A3
1548	
1549	
1550	FAM109A
1551	RHOC
1552	CD300A
1553	ANGPTL6|FLJ11286
1554	
1555	YTHDF1
1556	HIST1H2AL
1557	FLJ38725
1558	
1559	HRH3
1560	NRGN
1561	FAM55D
1562	AK3
1563	
1564	
1565	
1566	
1567	GRIN2C
1568	
1569	LOC440345|SMG1|LOC23117
1570	
1571	OLFM1
1572	
1573	BCL11A
1574	DKFZP686M0199|LOC652739|GTF2H2|LOC653866|DKFZP686P18101
1575	MRPL10
1576	PIGG
1577	ABCA9
1578	ECGF1
1579	
1580	EIF2B2
1581	CCNT2
1582	CPNE2
1583	NRIP3
1584	
1585	FAM96A
1586	MAP3K7IP2
1587	ZCCHC14
1588	
1589	REL
1590	ZBTB24
1591	PIGQ
1592	TEDDM1
1593	TLR8
1594	RPS6KA4
1595	NR1I2
1596	CBLB
1597	TMEPAI
1598	ZNF491
1599	NOX3
1600	COG6
1601	HTRA3
1602	TP53AP1
1603	
1604	TMEM10
1605	LOC653147
1606	PLGLA1
1607	
1608	GPX3
1609	CLIC5
1610	PSMB4
1611	ERCC3
1612	TOR1A
1613	
1614	UBL7
1615	TRA16
1616	CENPQ
1617	SDC2
1618	CDKN1B
1619	C6orf103
1620	TPM3
1621	SHARPIN
1622	
1623	C1orf181
1624	OR5AR1
1625	CIZ1
1626	SERPINB3
1627	
1628	TRIM6
1629	ZNF219
1630	GLRA3
1631	ST3GAL6
1632	
1633	NR1H3
1634	TOP2A
1635	C21orf86
1636	MMEL1
1637	OR1N2
1638	RARRES3
1639	
1640	GSTT1
1641	PPM1F
1642	JAM3
1643	CDGAP
1644	LOC643751
1645	
1646	PPM1J
1647	VASH1
1648	
1649	
1650	PLIN
1651	SERPINA2
1652	FAU
1653	RPL7L1
1654	KCNIP2
1655	TK2
1656	GAL3ST4
1657	Septin 4
1658	HAVCR1
1659	MAP3K15
1660	
1661	LOC400451
1662	
1663	NETO2
1664	KRT15
1665	BAALC
1666	COX18
1667	SEMA3D
1668	IAPP
1669	FAM83F
1670	CCR7
1671	NEK7
1672	MC4R
1673	TRERF1
1674	GPD1
1675	CAPN7
1676	SEC31L1
1677	PPP1R1A
1678	ZMYM2
1679	MMAB
1680	NUP205
1681	NFX1
1682	TMEM19
1683	DKFZp434N035|LOC653603
1684	ARL5A
1685	
1686	ANK1
1687	HIST1H2BM
1688	GCNT1
1689	LOC652651|LOC652494
1690	CLPX
1691	TIMM8B
1692	SOCS7
1693	INSRR
1694	
1695	
1696	ITGA7
1697	RAD54L2
1698	PRR14
1699	KIR2DL4
1700	ZNF35
1701	ANAPC11|LOC653419|LOC653531
1702	PCDH9
1703	ABHD6
1704	
1705	FLJ12993
1706	RAC1
1707	CEP164
1708	PAPOLB
1709	PHTF2
1710	LOC125242|KRT18
1711	CCDC82
1712	PLCL1
1713	
1714	KRT37
1715	TAOK3
1716	WWOX
1717	SQLE
1718	CCL26
1719	PPY2
1720	
1721	UHRF1
1722	KRT5
1723	TCF2
1724	
1725	RNF19
1726	THRAP2
1727	C6orf89
1728	MYL6
1729	AFF1
1730	
1731	
1732	ZNF263
1733	LOX
1734	
1735	GRK6
1736	
1737	TRIM44
1738	
1739	ITPA
1740	C14orf45
1741	PRKD3
1742	ADAMTS12
1743	RKHD3
1744	LOC389124
1745	AIM1L|FLJ38020
1746	BCOR
1747	RARRES1
1748	SRF
1749	SEMA6B
1750	
1751	
1752	LDHB
1753	ST8SIA5
1754	ZNF564
1755	ALDH18A1
1756	THY1
1757	DPP10
1758	PPP1R3E
1759	
1760	SEPHS2
1761	SCIN
1762	LOC158830
1763	DUSP19
1764	MAF
1765	HBEGF
1766	GIP
1767	C14orf122
1768	TAF9B|LOC653068
1769	RECQL
1770	RBM21
1771	
1772	
1773	COMT
1774	DDX27
1775	FABP3
1776	
1777	TRAF3IP3
1778	NOSIP
1779	TREM1
1780	
1781	TAOK1
1782	PFDN1
1783	ITPKC
1784	
1785	HRH1
1786	LOC643641
1787	ANAPC11|LOC653419|LOC653531
1788	CABC1
1789	PDXK
1790	SHCBP1
1791	VCL
1792	ZNF506
1793	MYOZ3
1794	SNF1LK
1795	KIAA0895
1796	LOC63928
1797	PLEC1
1798	LRRCC1
1799	OR5AT1
