
!Sample_title	"030064-BC-Brain-Met"	"BC00014-Repeat1"	"BC00057-post-chemo"	"BC00064-RECUR"	"PB362"	"UB67-Repeat1"	"BC00085"	"020577-BC-Brain-Met(=73)"	"Normal-Breast-8"	"BC00078T"	"BC00082T"	"PB432-repeat1"	"030311-BC-Brain-Met"	"982085-BC-Brain-Met"	"BC00030-MET-post chemo"	"BC00048"	"BC00083"	"BC00094T"	"BR94-187"
"ID_REF"	"GSM34435"	"GSM34436"	"GSM34444"	"GSM34469"	"GSM34501"	"GSM34503"	"GSM34509"	"GSM34520"	"GSM34524"	"GSM34551"	"GSM34552"	"GSM52882"	"GSM80214"	"GSM80215"	"GSM80225"	"GSM80228"	"GSM80234"	"GSM80236"	"GSM80239"
156	.187	.104	.017	-.05	-.776	.142	-.687	-.082	-1.75	-1.754	-.769	-.38	.077	-1.035	-.216	-.389	-.708	-.482	1.19
157	-.162	-.356	-.186	.428	-.189	-.303	.231	.181	.376	-.856	.082	-.308	.073	-.12	-.246	-.025	-.488	.083	.02
158	-1.827	-1.151	-.485	-.348	-.969	-.497	-.604	-1.195	-1.8	-1.892	.287	-.514	-1.152	-1.247	-1.297	-1.485	-1.335	-.678	-.711
159	-2.189	-2.001	-1.079	-.857	-1.404	-.98	-1.122	-1.531	-1.881	-1.43	-.025	-.993	-2.284	-2.812	-1.661	-2.495	-1.977	-.73	-1.464
160		0	1.129	-2.357	1.848	0	.17	-2.718	-1.278	.99	-.286	.953	0		.245	.941	0	0	0
161	-3.545	-3.334	-1.649	-2.979	-3.519	-3.587	-4.049	-5.38	-2.257	-3.22	-2.562	-3.682	-3.756	-4.216	-3.344	-5.395	-4.695	-2.658	-1.817
162	.147	-.873	-.949	-.314	-.726	-.351	-.428	-.108	.083	.623	-.096	-1.041	-.026	-.986	-.846	.192	-.99	-.011	.366
163	.385		.411	.918	.035	2.797	.652	1.339	.51	-.009	.913	.051	1.345	.914	.083	1.165	-.065	1.627	.751
164	-.114	-.606	-.982	1.042	.106	-1.054	-.473	-.137	-.742	-1.185	-.504	-.639	-1.348	1.304	-.413	-.399	-1.118	-.84	-.136
165	-.006	-.361	-.146	.019	-.178	.12	.362	.136	.701	-.718	.361	-.146	.06	-.118	-.156	-.08	-.201	.504	.176
166	.126	-.432	.189	.061	.089	.786	.355	-.044	.286	-.574	.744	.123	.11	.163	-2.631	-.453	-.345	.382	.497
167	.518	2.347	.175	.878	3.025	1.566	1.874	1.1	2.755	.4	1.974	.341	.781	-.86	1.008	2.272	1.556	1.196	.057
168	-3.207	-3.27	-1.537	-2.891	-4.575	-3.509	-4.182	-5.151	-2.158	-3.229	-2.553	-3.669	-3.53	-3.273	-3.286	-5.573	-4.682	-2.698	-1.981
169	-.127	-.646	.283	-.155	.211	-.377	-.356	-.233	.154	-.522	.675	.022	-.387	.042	-.214	-.453	-.552	.116	-.228
170	-.627	-1.379	-1.057	-.69	-1.05	-1	-.363	-.478	-.719	-1.351	.001	-.876	-1.671	-.776	-1.059	-1.463	-1.497	-.672	.038
171	-.771	-.613	-.417	-.443	-1.191	-.392	-1.028	-1.66	-.937	-1.49	-.388	-.395	-.858	-1.245	-.758	-.998	-1.002	-.538	-.09
172	.933	-.226	-.105	.052	-.153	.023	.407	.249	.636	-.264	.479	-.056	.783	.132	-.105	.037	-.362	.275	.24
173		0	0	0	0	0	-1.088		0	0	-1.519	.953	0	-.768	.934	0	-.846	-.02	-1.141
174	.141	.304	-.544	-.297	.164	.441	-.21	.497	.109	-1.146	-.531	.567	.939	-.011	.156	.882	-.491		-.361
175	-3.85	-3.32	-1.592	-2.923	-5.377	-4.203	-4.094	-5.202	-2.177	-2.574	-2.274	-3.49	-3.606	-4.127	-3.308	-5.491	-4.708	-2.443	-1.81
176	.888	.065	-.44	-.36	.314	.144	.318	-.134	-.174	-.196	-.112	.197	.392	-.43	.28	.588	.151	.314	.369
177	-2.792	-2.428	-3.365	-2.069	-2.628	-2.529	-2.496	-2.909	-1.311	-2.506	-2.194	-1.481	-2.866	-3.48	-2.645	-.916	-2.905	-1.417	-2.942
178	1.363	.505	.496	.64	.401	.674	.975	.905	.211	-.395	.8	.563	1.532	.015	.673	.35	-.221	.144	.49
179	.321	-.142	-.048	.62	.005	.268	.289	.109	.564	-.311	.666	.019	.419	-.028	-.116	.042	-.207	.294	.466
180	.097	-.154	-.266	-.185	.08	-.03	-.083	.018	.487	1.637	.239	-.023	.399	-.086	-.188	-.13	-.568	.159	-.167
181		0	0	0	0	0	.155	1.72	1.814	1.841	-3.676	1.594	0		0	-2.011	-.846	0	-2.633
182	-3.616	-2.948	-1.742	-2.732	-4.345	-4.581	-4.106	-4.768	-2.031	-2.358		-3.344	-3.366	-3.791	-3.092	-5.199	-4.741	-2.33	-1.633
183	.499	-.097	-.043	.095	.015	.007	.144	.358	1.236	-.058	.354	-.316	.51	.433	-1.123	.119	-.231	.305	-.014
184	.563	.207	1.027	.342	.956	.191	.381	-.267	.515	.578	.949	.43	.113	2.164	.558	-.024	.051	.681	-.106
185	-1.569	-1.003	-.747	-.757	-.706	-.55	.005	-.569	-1.018	-.243	-.132	-.592	.337	.753	-.783	-.579	-2.7	.144	-2.5
186	-1.148	.089	-.284	-.076	.046	.292	-.501	-.883	-.985	-.303	-.167		-.635	-1.183	-.306	-.398	.207	-.401	-.87
187		1.382	0	-.501	0	-.175	0	-.888	0	0	0	0	0	-1.51	.934	.271	0	0	0
188	.5	-.114	-.387	.32	1.564	.934	.214	-1.291	.698	1.172	1.308	-.75	.635	1.26	.678	1.972	1.479	.293	.904
189	-3.76	-3.142	-1.2		-5.623	-3.411	-3.589	-4.935	-2.128	-2.759	-2.401	-3.482	-3.614	-4.52	-2.969	-5.191	-5.045	-2.291	-1.74
190	.138	-.336	-1.091	-.416	-.203	-.777	-.448	-.075	.308	-.716	-.279	-.202	-.279	-.388	-.295	.092	-.805	-.57	-.05
191	.452	-.071	-.168	.285	.291	.084	.126	.794	1.386	-.031	.755	-.383	.468	-.189	-.273	-.077	-.385	.313	.147
192	1.113	.162	.298	.503	.567	.765	.578	1.031	1.394	.135	.908	-.046	1.092	.907	-.013	.452	.207	.398	.506
193	-1.54	-1.366	-1.283	-1.036	-.9	-1.352	-1.707	-1.067	-1.455	-1.887	-.145		-1.291	-1.97	-.996	-1.781	-1.367	-.228	-.697
194	-.364	.189	-.767	-.371	-.402	-.617	-.227	-.558	-.464	-.905	-.305		1.433	2.058	.147	-.274	-.96	-.152	.097
195		0	0	-.692	1.534	-1.415	1.827		0	-2.682	0	2.047	0	.469	-.579	0	-.039	-2.494	.053
196	-3.147	-3.067	-1.741	-2.587	-5.461	-3.352	-3.847	-4.844	-2.052	-3	-2.296	-3.58	-3.747	-3.212	-3.03	-5.146	-4.537	-2.359	-1.453
197	-.015	-.229	-.633	-.34	-.001	-.73	-.175	.023	.42	-.799	-.035	-.337	-.639	-.266	-.491	-.67	-.569	-.558	.096
198	-.416	-.087	.193	-.133	-.001	.127	-.053	.085	.185	-.24	.15	.276	-.492	-.482	-.253	-1.04	-.125	.293	.06
199	-.262	-.792	-.238	.216	-.277	-.547	-.406	-.576	.556	-.159	.347	-.183	-.793	-.868	-.468	-.791	-.23	-.125	-.071
200	.685	.229	.065	.314	-.029	.352	.261	.21	.544	-.096	.441	-.194	.384	.898	.16	.428	-.269		.444
201		0	0	0	0	0	0	1.091	0	0	.374	-.145	0	.49	0	0	.944	2.123	0
202	.434	.683	1.182	.913	.868	1.255	1.118	1.007	.503	.152	1.27	.093	.456	.319	.534	1.356	-.082	.729	.338
203	-3.636	-2.999	-1.543	-2.689	-5.619	-3.557	-3.882	-4.846	-1.961	-2.478	-2.37	-3.324	-3.211	-4.152	-2.957	-1.707	-4.734	-2.345	-1.626
204		0	0	-.15	-.133	0	0	.614	1.285	0	0	0	0		0	.64	.285	-2.02	0
205	.613	.013	-.033	.297	.133	-.215	.422	.357	.681	.07	.472	-.08	.626	.691	.295	.072	.005	.331	.894
206	-1.045	-.507	-.287	.384	-.883	.226	-.393	1.018	-1.408	-1.235	-.183	.145	-.999	-.293	.028	1.405	-1.494	.427	-.234
207	-.024	-.124	.238	.16	.1	-.081	-.274	-.295	.225	-.135	.527	.126	-.364	-.018	.045	-.241	-.437	.12	.096
208		-.957	0	.759	0	0	.905	1.489	0	0	.374	-.145	0	.983	1.421	.271	1.035	0	0
209	-.98	-.067	-.487	-.626	-.408	-.587	-.258	-.224	-.278	-.608	-.766	-.354	-.406	-.25	-.215	-.378	-.652	-.042	-.551
210	-3.217	-2.905	-1.599	-2.633	-5.254	-3.224	-4.038	-4.975	-2.066	-2.857	-2.132	-4.683	-3.066	-3.397	-3.03	-4.972	-4.347	-2.084	-1.527
211	-.84	-.376	-.376	-.076	-1.42	-.441	-.289	-.508	-.869	-.2	.286	-.917	-.437	-.591	-.842	-.445	-.71	.093	1.215
212	-.248	.004	1.261	.063	-1.505	.879	2.048	.301	.551	2.773	.407	-1.111	-.436	.325	1.706	-.283	-.406	.159	.162
213		-.345	-1.717	-1.108	-.914	-1.175	-1.222	-3.618	-2.273	-1.717	-.654	-1.933	-.802	-.952	-.947	-1.161	-1.079	.047	.067
214	-3.273	-2.687	-.285	-2.238	-2.431	-3.434	-2.624	-4.953	-1.084	-2.013	-1.88	-4.585	-3.252	-3.924	-2.693	-4.965	-4.611	-1.874	-1.103
215	-3.361	-2.859	-.292	-2.262	-4.847	-3.39	-2.674	-5.071	-1.412	-2.299	-2.116	-4.678	-3.292	-3.873	-3.159	-5.112	-4.79	-2.005	-1.123
216	-.221	-.532	-.626	-1.67	-2.041	-.123	-1.096	-.544	-.429	-1.392	-.953	-1.808	-.906	-2.62	-.947	-.501	-2.38		-.224
217	-3.812	-1.278	-.737	-1.634	-1.246	-.706	-.941	.203	-1.599	-.97	-.758	-3.504	-.167	-1.835	-1.065	.651	-1.134		-.342
218	1.029	.711	.042	1.624	-.104	1.522	.935	.56	2.045	.768	.505	.171	1.374	.351	.442	1.679	.734	1.313	1.337
219		.216	-1.521	-2.231	0	-2.175	.905	-2.611	0	0	0	0	0	-.768	0	1.414	0	-2.589	1.206
220	.242	-.503	-.311	-.18	.329	.247	-.009	-.133	.736	-.219	.228	-.082	.105	.093	-.417	-.203	.191	0	.088
221	.175	-.498	1.76	.008	-.057	.242	-.083	.13	.565	.065	.176	-.346	.579	.231	.197	-.406	.157		.246
222	.046	-.56	-.752	-.512	-.309	-.591	-.159	-.489	.587	-.176	-.116	-.409	-.416	-.04	-.281	-.349	-.421	-.187	-.133
223	.294	-.394	-.173	-.023	-.245	.066	.116	.384	.65	.273	.294	-.148	.3	.095	-.192	.038	-.103	-.005	.068
224	.633	.086	-1.044	.012	-.113	1.068	.72	-.208	1.335	.217	.47	-.38	-.078	.684	.494	.857	.144	.167	-.807
225	.752	-.957	.479	0	-.152	1.46	1.139		0	.99	0	-.964	0		0	0	0	0	0
226	-.81	-1.636	-1.71	-.885	-1.365	-.065	-.249	-.798	-.732	.871	-.85	-1.395	-.594	-.114	-1.317	-.798	-.674	.663	1.284
227	-.374	-.344	-.808	-.168	-.552	-.48	-1.123	-.745	-2.002	-1.096	-1.05	-.445	-.568	-1.996	-.029	-.896	-.624	-1.165	
228	1.044	.346	-.712	.255	-.006	.621	.963	.794	1.054	.362	.736	.023	1.207	.402	.173	.364	-.152	.822	-.078
229	-.042	-.341	-.455	-.144	-.207	.091	.097	.003	.339	.1	.31	-.352	.525	-.121	-.21	-.306	.124	.226	-.028
230	.26	-.252	-.923	.114	-.056	-.039	-.396	.607	.595	-.309	-.501	-.239	.713	-.492	-.311	1.038	-.607	-.363	.409
231	-.23	-.123	-.791	-.181	-.499	.315	-.058	-.076	-.165	-.432	-.146	.103	-.335	-1.506	.341	.672	-.406	.231	.412
232	-2.677	-3.189	-2.527	-1.32	-3.574	-2.181	-1.355	-2.271	-2.583	-2.22	-1.412	-2.729	-1.868	-2.464	-2.734	-2.579	-2.55	-1.376	-2.543
233	-.583	-.121	.127	-.214	-.499	-.013	-.311	.423	.652	-.22	-.08	-.086	-.169	-1.02	-.274	-.035	.101	.237	-.156
234	.466	-.947	-1.519	-.563	-1.637	-.9	-.389	-1.211	-.964	-1.028	-.607	-1.004	-.232	-.469	.002	.101	-.736	-.176	.1
235	-.162	-.406	-.704	-.155	-.338	-.077	-.149	-.029	.508	-.436	.015	-.28	-.064	-.341	-.285	-.022	-.814	.019	.16
236	.805	-.358	-.453	.215	-.123	1.01	-.037	.527	.556	-.09	.377	-.146	-.145	.242	.832	.517	-.303	-.123	-.038
237	.752	.216	-.632	.451	0	0	.622	-2.611	-1.278	0	-2.256	.047	0		-.936	0	0	0	0
238	.004	0	0	-.405	1.147	0	0	-.461	0	-1.948	0	2.047	0	.49	0	0	0	0	.329
239	.556	-.411	-.355	-.036	-.042	.223	.346	.577	1.715	.22	.359	-.145	.352	.235	-.109	.161	-.058	.224	.072
240	.224	.196	-.079	-.777	.162	-.41	.063	-.806	-.125	-.666	-.854	-.382	1.299	.692	-.338	.284	.11	-1.076	-.713
241	-.003	-.339	-.604	-.289	-.08	-.412	-.024	-.371	.374	-.187	.288	.012	-.396	-.482	-.312	-.757	-.265	.234	.01
242	.003	2.362	.759	1.575	2.163	.73	2.163	-.485	2.615	1.063	1.87	.248	1.288	-.845	2.23	3.821	-.36		-.166
243	-1.476	-1.686	-1.468	-.574	-.654	-.764	-1.584	-2.161	-1.783	-.151	-.193	-.902	-1.624	-1.951	-1.3	-1.549	-.785		.058
244	1.686	-.957	0	.04	0	0	.435		0	.99	1.343	1.594	0		.103	0	-.846	1.168	-1.52
245		0	-1.521	0	1.534	0	0		0	0	.12	0	0	1.224	0	1.936	1.41	0	0
246	.399	-.339	-.996	.156	-.415	-.175	.748	-.469	-.401	-.752	-.538	.292	.453	.609	-.789	.122	-.946	-.426	-.465
247	-.041	-.483	-.28	-.14	-.214	.517		-.422	.271	-.225	.308	-.067	.234	-.063	-.121	-.246	-.01		.272
248	-1.903	-1.756	-1.083	.213	-.692	-1.043	-.714	-2.194	-1.771	-1.55	-.94	-.366	-.693	-.378	-.954	.108	-1.889	-1.902	-1.435
249	-.907	-1.207	-1.627	-.791	-1.516	-.433	-.227	-1.697	-.597	-.851	-.633	-.665	-1.195	-.923	-.81	-1.086	-.768	-.149	1.558
250	-4.531	-4.444	-5.172	-4.539	-4.636	-4.291	-3.824	-2.465	-3.902	-4.395	-4.159	-.347	-3.929	-4.725	-4.234	-3.785	-4.702	-4.214	-3.631
251	.744	-.196	-.084	-.063	.391	-.061	.066	.538	1.645	-.489	.147	.105	.273	3.077	-.19	.042	.035	.257	.23
252	1.077	1.042	.415	.408	.348	-.189	.583	.496	2.694	.089	.603	.081	.609	-.323	.457	1.152	.902	.229	.182
253	.852	-.439	.257	-.05	-.244	.232	.237	-.045	.407	.17	.304	.041	.125	.074	-.15	-.609	-.173	.484	-.038
254	.603	-.047	.205	.556	.037	.206	.493	.504	1.395	-.091	.611	-.188	.666	.316	.039	.558	.147	.244	.077
255	-1.111	-.52	-.139	-.144	.133	-.208	-.316	.239	.929	-.078	.045	-.156	-.504	-.805	-.344	.037	-.178	-.128	.09
256	-.274	.077	.549	.222	1.329	-.29	1.182	-.949	2.703	.977	-.176	-.481	-.342	-.741	-.297	1.35	-.909	-.012	-.285
257		0	.236	.855	1.3	-1.415	0	1.72	0	0	0	0	0	-.768	-.936	0	0	-2.02	-.073
258	.303	-.436	.01	-.108	-.2	-.179	.114	.053	.836	-.253	-.019	-.231	.002	-.039	-.246	-.27	-.361	-.122	-.101
259		0	0	-1.368	0	0	-.352	-1.239	0	0	0	0	0	-.768	0	.64	.285	0	0
260	-.614	-.697	-.933	.146	-1.263	-.629	-.338	-.77	.036		-.233	-1.292	-.367	-1.234	-.803	-1.317	-.903	-.542	-.088
261	-1.972	.038	-.18	.123	-1.176	-.929	-1.283	-.775	-.676	-.502	.069	-1.026	-1.256	-.746	-.945	-1.399	-.75	-1.312	.312
262	1.591	1.186	.479	.255	.657	.558	.505	1.038	1.672	1.424	.803	.459	1.49	1.137	.965	1.946	.306	.611	-1.186
263	.132	.169	-.073	.006	.413	.826	.583	-.179	.374	.346	.098	-.473	-.157	2.648	-.063	.372	1.142	.129	-.015
264	-1.435	-2.123	-.745	-.723	-1.018	.232	-1.104	-1.882	-.461	.204	.263	-.446	-2.153	-1.811	-.173	1.355	-2.53	-.023	-1.714
265	1.126	-.032	.49	.446	-.354	-.483	-.163	-.022	-.939	.257	-.138	.191	.634	.332	.297	.428	-.466	.08	1.11
266	1.653	-.551	-.333	.04	-.191	-1.015	.835	.569	.225	-.659	.387	-.237	-.892	1.856	.557	-.312	-1.071	-.765	.347
267	.51	-.549	.837	.028	-.325	.512	-.259	.135	-.066	.114	.194	.182	1.272	-.428	.065	-.16	-.508	.052	-.095
268	-.702	-.634	-.324	.271	-.163	.15	-.064	.711	-.511	-.018	.349	.434	1.702	-.806	-.488	-.46	-.028	-.305	.578
269	-3.442	.548	-2.722	-3.889	-.687	-1.316	-.47	-4.698	-.917	-.881	-3.444	1.937	-3.037	-3.89	-3.685	-3.195	-1.113	-2.251	-1.909
270	-.004	-.145	-.131	-.43	-.062	-.416	-.053	.269	.293	-.288	-.492	.106	1.532	-.692	-.395	-.979	-.63	-.617	-.984
271	.385	.521	1.832	.959	.212	.982	.479	-.35	-1.033	.67	.959	1.044	.077	-1.436	1.218	1.612	-.498	1.213	-1.043
272		0	-.632	0	0	.999	-1.088	-3.244	0	0	-1.519	0	0	.49	2.103	0	0	-2.494	0
273	-.248	.083	-.709	-.283	-.214	.2	.223	.164	.125	-.646	-.487	-1.039	.303	.231	-.372	.517	.093	.248	.688
274	-1.191	-1.746	-.762	-.435	-2.344	-.415	-.137	-1.518	-1.454	-1.279	-.643	-.554	-.864	-1.775	-1.433	-1.625	-1.504	-.417	.187
275	.047	-.137	-.235	-.512	.349	-1.132	-.124	-.637	.767	-.02	.491	-1	-.436	.233	.231	1.15	.264	.662	-1.396
276	.752	0	0	.889	-.059	1.064	-1.088	-.453	0	0	0	0	1.557		0	.64	0	0	0
277	-.357	-.672	-.526	-.299	-.741	-.507	-.199	-.047	-.375	-.796	-.33	-.584	-.255	-.656	-.526	-.067	-.479	-.27	.179
278	-.72	-.574	.011	-.334	-.657	-.462	-.4	1.066	-.489	-.504	-.672	1.161	1.604	.346	-.266	.479	-.316	-.634	.661
279	-1.058	-1.425	-1.133	-.529	-1.217	-.977	-.617	-1.134	-.501	-.421	.096	-.541	-1.628	-.159	-.847	-1.917	-1.511	-.484	-.573
280	-.188	.225	-.153	-.082	-.145	.001	-.023	-.17	-.29	-.633	.251	.425	-.425	-1.234	-.074	.193	-.272	.075	-.072
281	-.547	-.589	-.534	1.522	.701	1.341	1.101	-.351	1.65	.107	1.943	.114	-.329	1.531	.145	-.417	1.944	1.544	.47
282	-4.689	-4.734	-5.994	-5.804	-3.243	-4.311	-5.112	-5.91	-4.989	-4.635	-5.16	-1.519	-5.239	-5.655	-5.712	-4.508	-4.335	-5.511	-5.317
283	-.934	.218	-.579	-.012	-.323	.129	.182	-.443	-.503	-.771	-.121	-.092	.899	-.218	.647	.677	.098	-.485	1.423
284	.354	-.099	-.04	.218	-.179	.688	.361	.111	1.087	.087	.603	-.366	-.099	-.024	-.265	.25	1.295	.457	.28
285	-1.046	-.686	-.257	.629	-.602	-.495	-.209	-1.257	-.222	-.515	.164	.623	-.218	-1.05	.08	-.689	-.216	-.702	-.272
286	-.721	.533	0	0	-2.92	-1.415	.905		-1.278	0	1.666	-.145	0		0	0	0	-1.21	0
287	.004	0	0	0	-.853	.55	.575		0	.584	0	0	0		0	0	-.039	0	0
288	-1.546	-.843	1.065	-.725	-.24	.437	-.053	-1.133	-.042		.95	-.26	-2.102	-2.437	-.403	-.187	-1.566	-.035	.974
289	-.158	-1.174	-.425	.193	-.23	-1.43	-.238	-.847	-.048	-.435	-.641	.571	.087	-.378	-.955	-.239	-.618	-.279	.135
290	.088	-.538	-.1	.261	-.278	-.11	.219	-.106	1.156	.38	.304	-.37	-.163	-.058	-.044	-.206	.048	.421	.218
291	.317	-.15	-.006	.062	-.045	.245	.382	.239	.847	.305	.342	-.143	.6	.2	.106	.416	.184	.361	.437
292	-.01	-.73	-.163	-.111	-.199	-.134	-.098	.154	1.138	-.307	.022	-.38	-.037	-.148	-.301	-.089	-.136	.134	.07
293	.255	.083	-.01	-.186	.776	-1.212	1.273	2.878	.623	.092	.051	-.325	.494	-.942	.041	.704	-.018	.547	.269
294	.674	-.489	-.025	-.342	-.553	.233	.411	.874	-.682	-.539	.147	.17	.175	.163	.307	.855	-.677	.298	.571
295	.818	2.391	.463	.109	.046	.287	.595	1.67	.878	.167	.355	-.244	.562	1.89	.116	.214	-.402	.974	.44
296		0	.694	0	-.059	0	0	1.539	0	.299	0	0	.869	-.768	.245	0	.285	0	0
297	-1.422	-.511	-.213	-.165	-.125	-.59	-.189	-1.318	-.283	.149	-.446	-.216	-.918	-.882	-.424	-.818	-.8	-.58	-.167
298	.341	2.971	.147	4.51	-.174	2.917	1.232	2.427	.478	1.739	3.609	-.115	.844	-.379	1.239	.883	2.058	2.177	.141
299	-.823	-.048	.342	.062	-.031	-.133	-.131	-1.228	.024	.106	-.047	.063	-.056	-1.068	-.166	-.648	-.322	.182	-.015
300	-.608	-.849	-.135	-.393	-.868	-.313	-.085	-.808	-1.268	-.387	.7	-.749	-1.427	-.942	-.355	-.929	-1.221	.44	-1.408
301	-.213	-.316	.256	.25	.367	-.539	.178		.019	-.651	.032	.22	-.431	-.09	.193	-.537	-.399	.16	.092
302	-1.22	1.436	3.617	2.514	1.15	2.746	.862	-1.386	-.013	2.021	3.161	2.679	.126	-2.838	3.296	2.389	-.109	.805	-1.531
303	-.468	-.052	-.335	.071	-.008	-.155	.146	.015	.776	-.361	.013	-.087	-.277	-.549	.266	.602	-.195	-.199	.393
304	.549	-.38	.337	-.038	-2.175	-.087	1.109	.201	-.742	-.979	-.241	-1.287	-.07	-.822	-.536	-.603	-1.238	-.863	1.146
305	1.032	-.473	-.875	-.086	-1.427	-.673	.387	-.954	-.936	-.351	.294	-.671	-.015	1.058	-.232	-.651	-.095	.175	-.726
306	-.015	-.332	.124	-.2	-.052	1.352	.098	-.563	.085	-.204	.102	-.038	-.431	.68	-.458	-.407	-.386	.128	.512
307	.958	.089	-.018	.873	.069	-.025	.424	.484	2.366	-.266	.47	-.699	.716	-.281	.048	.764	.532	.291	.116
308	2.124	.87	-.356	-2.837	.194	-4.266	-.822	1.879	-.478	-3.39	-3.437	2.007	2.871	.528	1.449	-1.814	-4.459	-4.449	.267
309	-1.787	.062	-2.093	-2.289	-2.044	-2.403	-1.668	-2.632	-1.199	-2.198	-1.747	-2.109	-2.33	-2.012	-1.996	-1.967	-2.497	-2.042	-1.555
310	.307	-.222	.609	.644	.034	.936	.197	-.672	-.078	-.31	.613	.05	.549	.024	.286	-.501	.38	.291	-.13
311	-.051	-.468	.09	.66	-.311	.387	.226	.549	.295	-.398	.196	-.019	-.043	.01	-.271	-.267	-.55	-.2	.076
312	-3.105	-2.366	.787	-.159	-2.134	.941	.078	-1.663	-1.904	.416	.078	-.55	-2.317	-3.775	-.474	1.104	-1.078	-1.729	1.359
313	-.492	-.76	-.156	-.244	-.123	-.116	-.112	-.423	.065	-.427	.068	-.394	-.292	1.063	-.613	-.099	-.798	-.07	.093
314	-.247	-.747	-.139	-.194	-.338	-.574	-.112	-.355	.393	-.413	.101	-.352	-.204	-.187	-.478	-.453	-.473	.069	.196
315	-1.114	-3.238	-1.515	.254	-2.75	-1.156	-.057	-.696	-3.231	-.673	-.044	-.969	-1.284	-2.123	-.432	-.602	-3.789	-.468	-1.168
316	-.613	-.379	-.307	-.302	-.367	-.482	-.061	-1.568	-.495		-.226	.184	-.644	.221	-.297	-.326	-1.011	.244	-.153
317	-.346	-1.116	-1.02	-1.159	-.599	-.899	-1.594	-1.437	-.003	-.38	-1.547	-.52	-1.355	-1.312	-.632	-1.457	-1.275	-1.701	-.003
318	.004	0	0	.04	1.3	0	.905	.874	-.429	.99	-.286	0	0		0	-.875	-.846	0	-.191
319	1.862	-.5	-.272	.516	-.203	.232	.224	.436	1.332	-.117	.793	-.642	1.488	.506	-.412	.092	-.241	.48	.141
320	-.017	-.628	-.125	.724	-.973	.277	-.143	-.019	-1.052	-.598	-.311	-.388	.124	-.372	-.264	1.071	.028	-.107	.558
321	-1.363	-1.491	.362	1.488	-.447	.747	.649	-.391	-1.391	-.675	.5	-.405	-1.561	-3.597	.305	-.272	-2.165	-.366	3.791
322	.793	-.521	-.521	.402	-.821	-.612	.725	-.429	-1.321	-1.013	.654	-.202	.069	.097	-.252	-.073	-.193	.185	1.082
323	1.644	.437	.645	1.338	.706	2.83	.818	1.826	.922	.123	.788	.968	.465	.983	.914	.371	1.235	1.198	.19
324	1.467	-.224	-.761	-.33	.202	-.652	.066	1.148	.102	-.503	-.12	.895	3.5	.035	-.845	.248	-1.109	-.388	-.583
325	.249	-.356	-.027	.362	1.132	.218	.329	.218	1.46	-.106	.763	.012	.1	.314	-.146		-.418	.244	.117
326	.329	-.178	.114	-.027	-.005	-.116	.181	-.357	.859	-.252	.263	-.31	.332	.039	-.103	.409	.164	.297	.158
327	.381	-.331	.22	.159	.186	.168	.252	.164	1.352	-.001	.873	-.049	.129	.124	-.02	.126	-.02	.266	.242
328	1.168	.461	.586	.375	.933	.617	.888	2.07	.754	1.025	1.427	.165	1.285	.013	1.357	.355	-.028	2.255	1.674
329	-.372	-.748	-.414	.665	-.148	-.77	-.303	-.026	.521	-.594	.122	-.381	-.294	-.315	-.45		-.56	-.185	.122
330	.039	.675	.1	.412	.621	-.428	.629	.775	1.22	-.104	.294	-.51	.107	-.403	-.143	-.178	-2.165	.387	.774
331	-.552	.031	-.86	-.229	-.447	-.787	.283	-.237	-.071	-.856	-.118	-.336	-.147	-.236	-.923	-.513	-.575	-.726	-.067
332	-.466	-.77	-.593	-.275	-.051	-.638	-.467	-.361	1.055	-.894	-.085	-.273	-.477	-.774	-.531	-.311	-.63	-.403	-.12
333	-2.243	-2.223	-1.058	-.814	-1.61	-.992	-1.094	-1.773	-1.926	-1.491	.156	-1.128	-2.175	-2.798	-1.599	-2.496	-1.74	-.736	-1.426
334	.046	-.352	-.096	.081	-.008	-.096	.205	-.318	1.046	-.277	.324	-.222	.226	-.196	-.237	.363	-.196	.137	.031
335	-.072	.22	-.734	.542	.144	-.059	.352	-.615	.316	-.961	.094	-.118	-.28	.416	-.1	.375	-.543	.048	-.105
336	.291	-1.44	-.935	-.975	-.37	-.917	-.83	-.68	.338	-1.248	.685	-1.625	.52	-.07	.153	-.541	-1.208	-.875	-.45
337	.079	2.62	-.061	4.251	.058	1.664	1.137	1.019	.704	.086	3.272	-.339	.596	-.242	.527	.513	.806	1.498	.051
338		.216	-.632	0	0	.55	1.425	-2.511	0	-1.675	0	0	0	.469	0	0	0	0	-1.615
339	-.266	-.772	-.022	.626	.194	.226	.702	-.912	-.279	.394	.973	.302	-.666	-.059	.132	-.354	.157	.307	.572
340	-2.138	-.691	-2.617	-.725	-.302	-.408	-.958	-.909	-.211	-.977	-.105	-.42	.012	-1.116	-.958	-.058	-.848	.137	.437
341	-1.005		-.095	-.077	-.255	-.016	.392	-.892	-.03	-.22	.024	-.097	.086	-.111	-.026	.535	-.506	.297	.194
342	1.1	-.389	-2.059	-1.986	-.666	-2.136	-1.942	-1.219	-.304	-2.953	-1.695	-.062	-.002	-.185	-1.922	-.141	-1.472	-2.229	-1.738
343	-1.112	-.969	-.544	-.359	-.804	-.636	-.781	-1.147	-.645	-.615	.611	-.359	-1.094	-.558	-.39	-.871	-.772		.28
